"Base Word",Guideword,Level,"Part of Speech",YLE,YLE
wave,GROUP,C2,noun,,
wave,HAND,C2,noun,,
whim,,C2,noun,,
wish,SECRET,C2,noun,,
town,"CENTRAL AREA",A2,noun,,
time,"AVAILABLE OR NEEDED",B1,noun,,
trade,"BUYING AND SELLING",B1,noun,,
trouble,PUNISHMENT,B1,noun,,
value,IMPORTANCE,B1,noun,,
variety,"BEING DIFFERENT",B1,noun,,
weight,AMOUNT,B1,noun,,
wildlife,,B1,noun,,
thought,THINKING,B2,noun,,
today,"PRESENT TIME",B2,noun,,
trouble,"EXTRA WORK",B2,noun,,
trouble,"DIFFICULT SITUATION",B2,noun,,
trouble,FIGHTING,B2,noun,,
truth,"BEING TRUE",B2,noun,,
waste,"UNWANTED MATTER",B2,noun,,
wheat,,B2,noun,,
time,"IN A PLACE",C1,noun,,
tuition,,C1,noun,,
usage,AMOUNT,C1,noun,,
worse,,C1,noun,,
theory,PRINCIPLES,C2,noun,,
timber,"WOOD FOR BUILDING",C2,noun,,
tomorrow,FUTURE,C2,noun,,
trouble,"NOT WORKING",C2,noun,,
upkeep,,C2,noun,,
view,POSITION,C2,noun,,
violence,"EXTREME FORCE",C2,noun,,
virtue,"MORAL BEHAVIOUR",C2,noun,,
welfare,CARE,C2,noun,,
worship,,C2,noun,,
wreckage,,C2,noun,,
xenophobia,,C2,noun,,
Tuesday,,A1,noun,,
TV,,A1,noun,,
white,,A2,noun,,
trouble,DIFFICULTIES,B1,noun,,
turkey,,B1,noun,,
use,PURPOSE,B1,noun,,
value,MONEY,B1,noun,,
trace,,B2,noun,,
tragedy,,B2,noun,,
tick,,B1,verb,Starters,
understand,"KNOW MEANING",A1,verb,Starters,
write,PRODUCE,A1,verb,Starters,
understand,"KNOW WHY/HOW",A2,verb,Starters,
wave,HAND,B1,verb,Starters,
yes,AGREE,A1,adverb,Starters,
yes,ANSWER,A1,adverb,Starters,
yes,DISAGREE,A2,adverb,Starters,
very,EMPHASIS,A1,adverb,Starters,
white,COLOUR,A1,adjective,Starters,
yellow,,A1,adjective,Starters,
try,,B2,noun,Starters,
young,,A1,adjective,Starters,
then,NEXT,A1,adverb,Starters,
there,PLACE,A1,adverb,Starters,
there,DIRECTION,A1,adverb,Starters,
today,"THIS DAY",A1,adverb,Starters,
too,ALSO,A1,adverb,Starters,
where,,A1,adverb,Starters,
visit,"SEE A PLACE",A1,verb,Flyers,
visit,INTERNET,A2,verb,Flyers,
unhappy,SAD,A2,adjective,Flyers,
unkind,,B1,adjective,Flyers,
worried,,A2,adjective,Flyers,
wonderful,,A2,adjective,Flyers,
warm,CLOTHES,A2,adjective,Flyers,
warm,TEMPERATURE,A1,adjective,Flyers,
touch,"PUT HAND ON",B1,verb,Flyers,
together,"WITH EACH OTHER",A1,adverb,Flyers,
unusual,,A2,adjective,Flyers,
unfriendly,,B1,adjective,Flyers,
untidy,,B1,adjective,Flyers,
usually,,A2,adverb,Flyers,
tidy,,A2,adjective,Flyers,
wild,ANIMAL,A2,adjective,Flyers,
tomorrow,,A1,adverb,Flyers,
tonight,,A1,adverb,Flyers,
twice,,A2,adverb,Flyers,
yet,"UNTIL NOW",A2,adverb,Flyers,
yet,NOW,A2,adverb,Flyers,
time,PERIOD,A2,noun,Flyers,
wood,MATERIAL,A2,noun,Flyers,
travel,"MAKE JOURNEY",A1,verb,Movers,
work,"DO JOB",A1,verb,Movers,
undressed,,B2,adjective,Movers,
tired,"WANTING REST",A1,adjective,Movers,
thirsty,,A2,adjective,Movers,
windy,,A2,adjective,Movers,
well,HEALTHY,A1,adjective,Movers,
thin,"NOT THICK",A2,adjective,Movers,
worse,"MORE UNPLEASANT",A2,adjective,Movers,
worst,,A2,adjective,Movers,
upstairs,,A2,adverb,Movers,
wash,,A2,noun,Movers,
thin,"NOT FAT",A2,adjective,Movers,
weak,BODY,B1,adjective,Movers,
weak,"NOT GOOD",B1,adjective,Movers,
wrong,"NOT CORRECT",A1,adjective,Movers,
wet,WATER,A2,adjective,Movers,
top,"HIGHEST PART",B1,adjective,Movers,
then,"AT THAT TIME",A1,adverb,Movers,
up,VERTICAL,A1,adverb,Movers,
well,"IN A GOOD WAY",A1,adverb,Movers,
when,,A1,adverb,Movers,
why,"ASK ABOUT REASON",A1,adverb,Movers,
yesterday,,A1,adverb,Movers,
up,"HIGHER POSITION",A2,adverb,Movers,
worse,COMPARATIVE,B1,adverb,Movers,
then,"IN ADDITION",B2,adverb,Movers,
worst,,B2,adverb,Movers,
transfer,,B2,noun,,
wire,"METAL THREAD",B2,noun,,
trial,TEST,C1,noun,,
usage,WORDS,C1,noun,,
thread,MATERIAL,C2,noun,,
track,DEVELOPMENT,C2,noun,,
trauma,,C2,noun,,
virtue,ADVANTAGE,C2,noun,,
troops,,C2,noun,,
wage,,B1,noun,,
way,DISTANCE,B1,noun,,
"the third person",,B2,noun,,
view,"ABILITY TO SEE",B2,noun,,
toll,MONEY,C1,noun,,
vocabulary,LANGUAGE,C1,noun,,
way,MANNER,C1,noun,,
thought,CARE,C2,noun,,
threat,POSSIBILITY,C2,noun,,
toll,NUMBER,C2,noun,,
tone,MOOD,C2,noun,,
way,"FREE SPACE",C2,noun,,
think,"CONSIDER DOING",A2,verb,,
think,"USE BRAIN",B1,verb,,
think,REMEMBER,B1,verb,,
travel,MOVE,B1,verb,,
work,SUCCEED,B1,verb,,
think,"CONSIDER PEOPLE",B2,verb,,
train,LEARN,B2,verb,,
tremble,,B2,verb,,
vanish,,B2,verb,,
vary,"BE DIFFERENT",B2,verb,,
thrive,,C1,verb,,
wait,"NOT DO SOMETHING",C1,verb,,
threaten,HAPPEN,C2,verb,,
tick,CLOCK,C2,verb,,
win,PRIZE,A2,verb,,
turn,"CHANGE POSITION",B1,verb,,
update,"ADD INFORMATION",B1,verb,,
upload,,B1,verb,,
weigh,HEAVINESS,B1,verb,,
train,TEACH,B2,verb,,
transport,,B2,verb,,
treat,"DEAL WITH",B2,verb,,
treat,CONSIDER,B2,verb,,
treat,SPECIAL,B2,verb,,
trick,,B2,verb,,
underestimate,"NOT KNOW SIZE",B2,verb,,
upset,,B2,verb,,
use,WORD,B2,verb,,
value,IMPORTANCE,B2,verb,,
wear,HAIR,B2,verb,,
weigh,"CONSIDER CAREFULLY",B2,verb,,
witness,,B2,verb,,
threaten,DAMAGE,C1,verb,,
trigger,,C1,verb,,
underestimate,PERSON,C1,verb,,
undergo,,C1,verb,,
verify,,C1,verb,,
withdraw,REMOVE,C1,verb,,
worship,RELIGION,C1,verb,,
thrill,,C2,verb,,
time,"DECIDE WHEN",C2,verb,,
tolerate,"DEAL WITH",C2,verb,,
top,"MOST IMPORTANT",C2,verb,,
track,RECORD,C2,verb,,
twist,"CHANGE MEANING",C2,verb,,
undermine,,C2,verb,,
uphold,AGREE,C2,verb,,
uphold,SUPPORT,C2,verb,,
urge,ADVISE,C2,verb,,
use,PERSON,C2,verb,,
value,MONEY,C2,verb,,
vow,,C2,verb,,
wear,FACE,C2,verb,,
wield,,C2,verb,,
withstand,,C2,verb,,
win,COMPETITION,A2,verb,,
write,COMMUNICATE,A2,verb,,
tour,,B1,verb,,
train,SPORT,B1,verb,,
type,,B1,verb,,
understand,"KNOW FEELINGS",B1,verb,,
vote,,B1,verb,,
win,ELECTION,B1,verb,,
wonder,QUESTION,B1,verb,,
touch,"GET CLOSE",B2,verb,,
trade,,B2,verb,,
vary,CHANGE,B2,verb,,
widen,"MAKE WIDER",B2,verb,,
transmit,RADIO/TELEVISION,C1,verb,,
unite,,C1,verb,,
wave,"MOVE SIDE TO SIDE",C1,verb,,
weaken,"LOSE POWER",C1,verb,,
worsen,,C1,verb,,
trail,"LOWER SCORE",C2,verb,,
weaken,"LOSE CONFIDENCE",C2,verb,,
weapon,,B2,noun,,
torture,BORING/UNPLEASANT,C1,noun,,
torture,"CAUSING PAIN",C2,noun,,
war,FIGHTING,A2,noun,,
theft,,B2,noun,,
war,"TO STOP",C2,noun,,
unwell,,B1,adjective,,
thus,,B2,adverb,,
tiresome,,C2,adjective,,
undesirable,,C2,adjective,,
undue,,C2,adjective,,
useless,PERSON,C2,adjective,,
utmost,EMPHASIS,C1,adjective,,
worthy,"DESERVING RESPECT",C1,adjective,,
thereby,,C1,adverb,,
thereafter,,C2,adverb,,
whereby,,C2,adverb,,
wretched,UNHAPPY,C2,adjective,,
uncomfortable,"NOT COMFORTABLE",B1,adjective,,
unacceptable,,B2,adjective,,
unaffordable,,C1,adjective,,
unbelievable,SURPRISING,B1,adjective,,
unreasonable,,B2,adjective,,
unreliable,,B2,adjective,,
uncomfortable,EMBARRASSED,C1,adjective,,
unavailable,"IMPOSSIBLE TO GET",B2,adjective,,
unconventional,,C1,adjective,,
unethical,,C2,adjective,,
unbalanced,"MENTALLY ILL",C2,adjective,,
unlimited,,B2,adjective,,
unspoiled,,C1,adjective,,
unexpected,,B1,adjective,,
uninterested,,B1,adjective,,
unmarried,,C1,adjective,,
unemployed,,B1,adjective,,
unhelpful,"NO HELP",B2,adjective,,
unrealistic,,B2,adjective,,
uninteresting,,B1,adjective,,
unfortunately,,A2,adverb,,
undoubtedly,,B2,adverb,,
unexpectedly,,B2,adverb,,
unreasonably,,C1,adverb,,
unwillingly,,C1,adverb,,
unconscious,"AS THOUGH SLEEPING",B2,adjective,,
unscrupulous,,C2,adjective,,
unhealthy,,B1,adjective,,
unfit,"NOT HEALTHY",B1,adjective,,
unimportant,,B1,adjective,,
unpleasant,"NOT PLEASANT",B1,adjective,,
unfit,"NOT GOOD ENOUGH",B2,adjective,,
unsatisfactory,,B2,adjective,,
uneven,,C2,adjective,,
unhappy,"NOT SATISFIED",B1,adjective,,
unaware,,B2,adjective,,
uncertain,"NOT SURE",B2,adjective,,
uneasy,,B2,adjective,,
unfortunate,UNLUCKY,B2,adjective,,
unpopular,,B2,adjective,,
unsure,"NOT CERTAIN",B2,adjective,,
unpleasant,RUDE,C1,adjective,,
unwise,,C2,adjective,,
viable,,C2,adjective,,
valuable,OBJECTS,B1,adjective,,
trivial,,B2,adjective,,
tropical,,B2,adjective,,
torrential,,C2,adjective,,
virtual,"USING COMPUTER",B2,adjective,,
wrinkled,,C2,adjective,,
twisted,BENT,B2,adjective,,
well-educated,,C1,adjective,,
well-qualified,,C1,adjective,,
well-balanced,FOOD,B2,adjective,,
well-dressed,,B1,adjective,,
thrilled,,B2,adjective,,
well-balanced,PERSON,C1,adjective,,
united,JOINED,B2,adjective,,
united,"IN AGREEMENT",B2,adjective,,
useful,HELPING,A2,adjective,,
thoughtful,KIND,B2,adjective,,
thoughtful,"CAREFULLY CONSIDERING",C1,adjective,,
toxic,,B2,adjective,,
therapeutic,HEALTH,C1,adjective,,
tragic,,B2,adjective,,
thrilling,,B2,adjective,,
winding,,B2,adjective,,
thriving,,C2,adjective,,
tiring,,B1,adjective,,
understanding,,B2,adjective,,
worrying,,B2,adjective,,
working,JOB,B1,adjective,,
transmission,BROADCAST,C2,noun,,
vaccination,,C2,noun,,
useless,"NO HELP",B1,adjective,,
thoughtless,,C2,adjective,,
totally,,B1,adverb,,
tremendously,,B2,adverb,,
virtually,ALMOST,B2,adverb,,
truly,SINCERELY,C1,adverb,,
violently,,B2,adverb,,
warmly,FRIENDLY,B2,adverb,,
willingly,,B2,adverb,,
tragically,,C2,adverb,,
virtually,COMPUTER,B2,adverb,,
vivacious,,C2,adjective,,
wealthy,,B2,adjective,,
trio,,C2,noun,,
tight,CLOTHES,B1,adjective,,
written,,B1,adjective,,
total,"VERY GREAT",B2,adjective,,
well,"TO A GREAT DEGREE",A2,adverb,,
therefore,,B1,adverb,,
well,EMPHASIS,B2,adverb,,
well,CONSIDERABLY,C1,adverb,,
"thank you",,B1,noun,,
voice,,C2,verb,,
whole,,A2,adjective,,
wide,DISTANCE,A2,adjective,,
thick,"NOT THIN",B1,adjective,,
tiny,,B1,adjective,,
thick,"SMOKE, ETC.",B2,adjective,,
tight,FIRM,B2,adjective,,
transparent,,B2,adjective,,
tremendous,GOOD,B2,adjective,,
tremendous,LARGE,B2,adjective,,
upright,,B2,adjective,,
vast,,B2,adjective,,
vivid,COLOURS,B2,adjective,,
tranquil,,C1,adjective,,
tight,STRAIGHT,C2,adjective,,
tough,STRONG,C2,adjective,,
troublesome,,C2,adjective,,
versatile,THING,C2,adjective,,
through,,B1,adverb,,
that,,B2,adverb,,
together,CONNECTED,B2,adverb,,
underneath,,B2,adverb,,
"upside down",,B2,adverb,,
this,,C1,adverb,,
tight,STRAIGHT,C2,adverb,,
white,COFFEE,A2,adjective,,
white,WINE,A2,adjective,,
vegetarian,,B1,adjective,,
tough,FOOD,B2,adjective,,
weak,TASTE,B2,adjective,,
thirst,"WANTING DRINK",B2,noun,,
upstairs,,B1,adjective,,
well-off,,C1,adjective,,
wet,WEATHER,A2,adjective,,
underground,,B2,adjective,,
underground,,B2,adjective,,
wild,LAND,B2,adjective,,
worldwide,,B2,adjective,,
wild,WEATHER,C2,adjective,,
waste,"BAD USE",B1,noun,,
touch,HAND,B2,noun,,
tip,FALL,C2,verb,,
view,WATCH,C2,verb,,
white,PERSON,B1,adjective,,
well-built,,B2,adjective,,
youth,"YOUNG PEOPLE",B1,noun,,
upset,UNHAPPY,A2,adjective,,
well-known,,A2,adjective,,
tough,"STRONG PERSON",B2,adjective,,
vivid,DESCRIPTIONS,B2,adjective,,
welcome,PLEASING,B2,adjective,,
wise,,B2,adjective,,
witty,,B2,adjective,,
trustworthy,,C1,adjective,,
timid,,C2,adjective,,
TRUE,SINCERE,C2,adjective,,
vain,APPEARANCE,C2,adjective,,
versatile,PERSON,C2,adjective,,
wary,,C2,adjective,,
wicked,,C2,adjective,,
willing,WANTING,C2,adjective,,
withdrawn,,C2,adjective,,
touch,EMOTION,B2,verb,,
totalitarian,,C2,adjective,,
tribe,,B2,noun,,
thread,INTERNET,C2,noun,,
vacant,JOB,B2,adjective,,
workforce,COMPANY,C1,noun,,
turnover,EMPLOYEES,C2,noun,,
violent,ACTION,B2,adjective,,
violent,PERSON,B2,adjective,,
unforgettable,,B1,adjective,,
unbearable,,B2,adjective,,
unbelievable,UNLIKELY,B2,adjective,,
unfashionable,,B2,adjective,,
unpredictable,,B2,adjective,,
unsuitable,,B2,adjective,,
unavailable,"CANNOT DO SOMETHING",C1,adjective,,
unavoidable,,C1,adjective,,
undeniable,,C1,adjective,,
unthinkable,,C1,adjective,,
unattainable,,C2,adjective,,
unfavourable,CRITICIZING,C2,adjective,,
unfavourable,"NOT GOOD",C2,adjective,,
unimaginable,,C2,adjective,,
unsustainable,"HARMFUL TO THE ENVIRONMENT",C2,adjective,,
unsustainable,"NOT ABLE TO CONTINUE",C2,adjective,,
unprofessional,,C1,adjective,,
unconditional,,C2,adjective,,
unchanged,,B2,adjective,,
unjustified,,C1,adjective,,
unnoticed,,C1,adjective,,
unqualified,,C1,adjective,,
unrelated,,C1,adjective,,
unsolved,,C1,adjective,,
untouched,,C1,adjective,,
unwanted,,C1,adjective,,
unaffected,,C2,adjective,,
unbalanced,"NOT FAIR",C2,adjective,,
unbiased,,C2,adjective,,
undeveloped,,C2,adjective,,
undoubted,,C2,adjective,,
uninhabited,,C2,adjective,,
unprecedented,,C2,adjective,,
unsuccessful,,B2,adjective,,
unhelpful,"NOT IMPROVE",C1,adjective,,
uneventful,,C2,adjective,,
unattractive,"NOT BEAUTIFUL",B2,adjective,,
unattractive,"NOT INTERESTING",C1,adjective,,
unproductive,,C1,adjective,,
unlikely,"NOT LIKELY",B1,adjective,,
unlikely,"NOT TRUE",C2,adjective,,
unfairly,,B2,adverb,,
uncomfortably,,C1,adverb,,
unnecessarily,,C1,adverb,,
unquestionably,,C1,adverb,,
unsuccessfully,,C1,adverb,,
unavoidably,,C2,adverb,,
unconsciously,,C2,adverb,,
undeniably,,C2,adverb,,
unconscious,"NOT AWARE",C2,adjective,,
unlucky,,B1,adjective,,
unfair,"NOT EQUAL",B1,adjective,,
unknown,"NOT KNOWN",B1,adjective,,
unknown,"NOT FAMOUS",B1,adjective,,
unnecessary,,B1,adjective,,
uncertain,"NOT KNOWN",B2,adjective,,
unclear,"DIFFICULT TO UNDERSTAND",B2,adjective,,
unfair,"NOT TRUE",B2,adjective,,
unfamiliar,"NOT KNOWN",B2,adjective,,
unfortunate,"BAD SITUATION",B2,adjective,,
unnatural,,B2,adjective,,
unwilling,,B2,adjective,,
uncommon,,C1,adjective,,
unforeseen,,C1,adjective,,
unpaid,"NOT PAID",C1,adjective,,
unpaid,"WORK FOR FREE",C1,adjective,,
unreal,,C1,adjective,,
unsafe,DANGEROUS,C1,adjective,,
unsafe,"IN DANGER",C1,adjective,,
untrue,,C1,adjective,,
understandable,,B2,adjective,,
valuable,INFORMATION,B2,adjective,,
variable,,C1,adjective,,
vulnerable,,C2,adjective,,
traditional,,B1,adjective,,
typical,,B1,adjective,,
usual,NORMAL,B1,adjective,,
universal,,B2,adjective,,
visual,,B2,adjective,,
vertical,,C1,adjective,,
virtual,ALMOST,C1,adjective,,
theoretical,"NOT PROVED",C2,adjective,,
theoretical,IDEAS,C2,adjective,,
tribal,,C2,adjective,,
verbal,WORDS,C2,adjective,,
verbal,SPOKEN,C2,adjective,,
vocational,,C2,adjective,,
tolerant,,C1,adjective,,
varied,,B2,adjective,,
well-organized,,B2,adjective,,
troubled,,C1,adjective,,
well-equipped,,C1,adjective,,
well-informed,,C1,adjective,,
twisted,STRANGE,C2,adjective,,
underdeveloped,,C2,adjective,,
thoughtful,QUIET,C2,adjective,,
visible,"CAN BE SEEN",B2,adjective,,
visible,OBVIOUS,C1,adjective,,
therapeutic,RELAXED,C1,adjective,,
traumatic,,C2,adjective,,
time-consuming,,C1,adjective,,
upcoming,,C1,adjective,,
underlying,,C2,adjective,,
understanding,KNOWLEDGE,B2,noun,,
transmission,SPREADING,C2,noun,,
transitive,,B2,adjective,,
worthless,"NOT IMPORTANT",C1,adjective,,
worthless,MONEY,C2,adjective,,
weekly,,A2,adjective,,
typically,USUALLY,B1,adverb,,
urgently,,B1,adverb,,
thoroughly,"VERY MUCH",B2,adverb,,
thoroughly,CAREFULLY,B2,adverb,,
tightly,,B2,adverb,,
traditionally,,B2,adverb,,
truly,VERY,B2,adverb,,
typically,"EXPECTED CHARACTERISTICS",B2,adverb,,
vividly,,B2,adverb,,
warmly,"KEEP WARM",B2,adverb,,
widely,"INCLUDING A LOT",B2,adverb,,
wildly,"WITHOUT CONTROL",B2,adverb,,
wrongly,INCORRECTLY,B2,adverb,,
ultimately,FINALLY,C1,adverb,,
understandably,,C1,adverb,,
universally,,C1,adverb,,
utterly,,C1,adverb,,
wisely,,C1,adverb,,
theoretically,,C2,adverb,,
thoughtfully,,C2,adverb,,
ultimately,EMPHASIS,C2,adverb,,
unanimously,,C2,adverb,,
vaguely,,C2,adverb,,
visibly,,C2,adverb,,
vitally,,C2,adverb,,
voluntarily,,C2,adverb,,
wholeheartedly,,C2,adverb,,
wholly,,C2,adverb,,
wildly,EXTREMELY,C2,adverb,,
various,,A2,adjective,,
unanimous,,C2,adjective,,
vicious,VIOLENT,C2,adjective,,
vicious,UPSETTING,C2,adjective,,
tricky,,B2,adjective,,
TRUE,"NOT FALSE",A2,adjective,,
west,,A2,adjective,,
wooden,,A2,adjective,,
thick,"CLOSE TOGETHER",B1,adjective,,
top,BEST,B1,adjective,,
total,AMOUNT,B1,adjective,,
TRUE,REAL,B1,adjective,,
upper,"HIGH POSITION",B1,adjective,,
up-to-date,,B1,adjective,,
urgent,,B1,adjective,,
warm,FRIENDLY,B1,adjective,,
waste,,B1,adjective,,
welcome,PLEASED,B1,adjective,,
western,DIRECTION,B1,adjective,,
western,COUNTRIES,B1,adjective,,
wet,"NOT DRY YET",B1,adjective,,
wrong,PROBLEM,B1,adjective,,
thorough,,B2,adjective,,
tight,CONTROLLED,B2,adjective,,
tight,"NOT MUCH",B2,adjective,,
tough,DIFFICULT,B2,adjective,,
ultimate,MOST,B2,adjective,,
underwater,,B2,adjective,,
unique,DIFFERENT,B2,adjective,,
unique,SPECIAL,B2,adjective,,
urban,,B2,adjective,,
vacant,EMPTY,B2,adjective,,
valid,"GOOD REASON",B2,adjective,,
valid,"OFICIALLY ACCEPTABLE",B2,adjective,,
vital,,B2,adjective,,
waterproof,,B2,adjective,,
weak,CHARACTER,B2,adjective,,
weak,SLIGHT,B2,adjective,,
weird,,B2,adjective,,
well-paid,,B2,adjective,,
wild,ENERGETIC,B2,adjective,,
worthwhile,,B2,adjective,,
wrong,"NOT MORAL",B2,adjective,,
through,,C1,adjective,,
ultimate,FINAL,C1,adjective,,
underpaid,,C1,adjective,,
upper-class,,C1,adjective,,
upward,,C1,adjective,,
vague,"NOT CLEAR",C1,adjective,,
voluntary,,C1,adjective,,
weak,REASON,C1,adjective,,
weak,"LIKELY TO FAIL",C1,adjective,,
widespread,,C1,adjective,,
working-class,,C1,adjective,,
wrong,"NOT SUITABLE",C1,adjective,,
tough,SEVERE,C2,adjective,,
tough,UNFAIR,C2,adjective,,
turbulent,,C2,adjective,,
underway,HAPPENING,C2,adjective,,
utter,,C2,adjective,,
vague,"NOT THINKING",C2,adjective,,
very,,C2,adjective,,
virgin,,C2,adjective,,
weary,TIRED,C2,adjective,,
white,FACE,C2,adjective,,
white,"OF WHITE PEOPLE",C2,adjective,,
would-be,,C2,adjective,,
wretched,BAD,C2,adjective,,
then,RESULT,A2,adverb,,
there,GIVING,A2,adverb,,
west,,A2,adverb,,
wrong,"NOT CORRECT",A2,adverb,,
together,"SAME TIME",B1,adverb,,
up,"NOT IN BED",B1,adverb,,
why,"TALK ABOUT REASON",B1,adverb,,
there,POINT,B2,adverb,,
though,,B2,adverb,,
tight,,B2,adverb,,
today,"PRESENT TIME",B2,adverb,,
together,COMBINED,B2,adverb,,
top,,B2,adverb,,
up,INCREASE,B2,adverb,,
up,COMPLETE,B2,adverb,,
wide,APART,B2,adverb,,
throughout,,C1,adverb,,
upwards,"HIGHER LEVEL",C1,adverb,,
"vice versa",,C1,adverb,,
yet,"IN THE FUTURE",C1,adverb,,
together,"IN ONE PLACE",C2,adverb,,
uphill,"TOP OF HILL",C2,adverb,,
whenever,,C2,adverb,,
whereabouts,,C2,adverb,,
whole,,C2,adverb,,
time,"WHEN SOMETHING HAPPENS",B1,noun,,
world,GROUP,B1,noun,,
track,MARKS,B2,noun,,
trap,"DANGEROUS SITUATION",B2,noun,,
union,JOINING,B2,noun,,
vote,DECIDE,B2,noun,,
"the upper class",,C1,noun,,
"the working class",,C1,noun,,
treat,,C2,noun,,
turmoil,,C2,noun,,
workforce,COUNTRY,C2,noun,,
win,ARGUMENT,B2,verb,,
wound,,B2,verb,,
worship,ADMIRE,C1,verb,,
treasure,,C2,verb,,
view,OPINION,C2,verb,,
yield,,C2,verb,,
violent,DAMAGE,C2,adjective,,
bye,,A1,exclamation,Starters,
can,REQUEST,A1,"modal verb",Starters,
can,OFFER,A1,"modal verb",Starters,
about,SUBJECT,A1,preposition,Starters,
at,PLACE,A1,preposition,Starters,
behind,BACK,A1,preposition,Starters,
between,SPACE,A1,preposition,Starters,
can,ABILITY,A1,"modal verb",Starters,
across,,A2,preposition,Flyers,
all,"EVERY ONE",A1,determiner,Movers,
any,SOME,A1,determiner,Movers,
any,"NOT IMPORTANT WHICH",A1,determiner,Movers,
another,ADDITIONAL,A2,determiner,Movers,
after,"PAST A PLACE",A2,preposition,Movers,
after,ORDER,A2,preposition,Movers,
around,"IN A CIRCLE/CIRCULAR MOVEMENT",A2,preposition,Movers,
around,"TO OR IN A PLACE",A2,preposition,Movers,
along,"NEXT TO",B1,preposition,Movers,
by,NEAR,B1,preposition,Movers,
Cheers!,GOODBYE,B1,exclamation,,
Cheers!,"THANK YOU",B2,exclamation,,
amongst,,B2,preposition,,
beyond,"NOT UNDERSTAND",C1,preposition,,
"all right",,A1,exclamation,,
alright,,A1,exclamation,,
at,CAUSE,A2,preposition,,
"according to",OPINION,B1,preposition,,
"because of",,B1,preposition,,
against,"NOT AGREE",B2,preposition,,
against,TOUCHING,A2,preposition,,
around,APPROXIMATELY,A2,preposition,,
before,PLACE,A2,preposition,,
beside,"NEXT TO",A2,preposition,,
between,AMOUNT,A2,preposition,,
after,FOLLOWING,B1,preposition,,
among,"IN THE MIDDLE",B1,preposition,,
before,"IN FRONT OF",B1,preposition,,
at,AMOUNT,B2,preposition,,
beneath,UNDER,B2,preposition,,
beyond,DISTANCE,B2,preposition,,
between,INVOLVE,A1,preposition,,
a,"NOT PARTICULAR",A1,determiner,Starters,
a,ANY/EVERY,A1,determiner,Starters,
a,ONE,A1,determiner,Starters,
a,TYPE,A1,determiner,Starters,
an,,A1,determiner,Starters,
can,POSSIBILITY,A1,"modal verb",Starters,
can,PERMISSION,A2,"modal verb",Starters,
at,DIRECTION,A1,preposition,Starters,
anything,"IN QUESTIONS/NEGATIVES",A1,pronoun,Flyers,
anything,"NO MATTER WHICH",A1,pronoun,Flyers,
anyone,"IN QUESTIONS/NEGATIVES",A2,pronoun,Flyers,
anyone,"ANY PERSON",B1,pronoun,Flyers,
all,"WHOLE TIME",A1,determiner,Movers,
both,,A1,determiner,Movers,
all,"WHOLE AMOUNT",A2,determiner,Movers,
another,DIFFERENT,A2,determiner,Movers,
after,TIME/EVENT,A1,preposition,Movers,
at,TIME,A1,preposition,Movers,
before,EARLIER,A1,preposition,Movers,
along,DIRECTION,A2,preposition,Movers,
by,HOW,A2,preposition,Movers,
by,"NOT LATER THAN",A2,preposition,Movers,
be,CONTINUE,A2,"auxiliary verb",,
be,PASSIVE,A2,"auxiliary verb",,
a,AMOUNTS,A2,determiner,,
a,"AN ACTION",A2,determiner,,
a,"TWO NOUNS",A2,determiner,,
a,UNIT,A2,determiner,,
a,"WITH FRACTION",A2,determiner,,
a,"PERIOD OF TIME",A2,determiner,,
all,"ONLY THING",B1,determiner,,
Cheers!,"BEFORE DRINK",B1,exclamation,,
cannot,,A1,"modal verb",,
can,SURPRISE,B1,"modal verb",,
can,TYPICAL,B2,"modal verb",,
can,"SOMETIMES HAPPENING",B2,"modal verb",,
at,"EMAIL ADDRESS",A1,preposition,,
between,TIME,A1,preposition,,
against,COMPETING,A2,preposition,,
among,"IN A GROUP",A2,preposition,,
between,CONNECT,A2,preposition,,
between,SEPARATE,A2,preposition,,
by,DO,A2,preposition,,
against,"OPPOSITE DIRECTION",B1,preposition,,
at,ABILITY,B1,preposition,,
before,"IN ORDER",B1,preposition,,
behind,SLOWER,B1,preposition,,
behind,SUPPORTING,B1,preposition,,
besides,,B1,preposition,,
between,SHARE,B1,preposition,,
but,,B1,preposition,,
"according to",METHOD,B2,preposition,,
after,"BECAUSE OF",B2,preposition,,
along,"PARTICULAR PLACE",B2,preposition,,
beyond,TIME,B2,preposition,,
by,HOLDING,B2,preposition,,
by,AMOUNT,B2,preposition,,
after,DESPITE,C1,preposition,,
amid,WHILE,C1,preposition,,
among,DIVIDE,C1,preposition,,
behind,CAUSING,C1,preposition,,
beyond,"INVOLVING OTHERS",C1,preposition,,
after,"NAMED FOR",C2,preposition,,
amid,AMONG,C2,preposition,,
before,IMPORTANCE,C2,preposition,,
behind,"NOT AFFECTING",C2,preposition,,
beneath,"NOT GOOD ENOUGH",C2,preposition,,
anybody,"IN QUESTIONS/NEGATIVES",A2,pronoun,,
anybody,"ANY PERSON",B1,pronoun,,
cool,,A2,exclamation,Starters,
enough,"NECESSARY AMOUNT",A2,determiner,Flyers,
each,,A1,determiner,Flyers,
could," POSSIBLY HAPPEN",B1,"modal verb",Flyers,
during,THROUGH,A2,preposition,Flyers,
during,"AT SOME TIME IN",A2,preposition,Flyers,
each,,A1,pronoun,Flyers,
every,EACH,A1,determiner,Movers,
down,"LOWER POSITION",A2,preposition,Movers,
